transaction_id,sale_date,sale_time,customer_id,gender,age,age_group,city,store_branch,membership_tier,sales_channel,category,product_name,quantity,price_per_unit,cogs,discount_event,discount_pct,discount_amount,total_sale,profit,profit_margin_pct,payment_method,customer_rating,return_flag
Txn-00031,2023-11-12,15:48:00,Cust-0139,Female,29,26-35,Dhaka,Gulshan,Bronze,In-Store,Clothing,Jacket,1,35.51,15.4,Weekend Deal,20,7.1,28.41,13.01,45.79,Cash,2.4,No
Txn-00032,2024-09-04,18:55:00,Cust-0198,Female,46,46-60,Chittagong,Nasirabad,Gold,Mobile App,Electronics,Smartwatch,3,650.02,428.19,Weekend Deal,10,195.01,1755.05,470.48,26.81,Credit Card,3.7,No
Txn-00033,2023-10-03,14:31:00,Cust-0075,Female,36,36-45,Sylhet,Ambarkhana,Silver,Online,Clothing,Jacket,1,117.15,49.51,,,,117.15,67.64,57.74,Credit Card,3.9,No
Txn-00034,2024-09-23,13:06:00,Cust-0070,Male,60,46-60,Comilla,Tomsom Bridge,Bronze,Online,Home & Garden,Bed Sheets,1,285.67,140.84,New Year Sale,20,57.13,228.54,87.7,38.37,Gift Card,,No
Txn-00035,2024-12-12,13:20:00,Cust-0091,Male,44,36-45,Dhaka,Mirpur,Bronze,Online,Books & Stationery,Journal,2,26.86,10.04,,,,53.72,33.64,62.62,Debit Card,4.3,No
Txn-00036,2023-04-27,20:12:00,Cust-0304,Female,69,60+,Sylhet,Zindabazar,Gold,Online,Beauty,Perfume,1,114.83,46.65,Clearance,15,17.22,97.61,50.96,52.21,Mobile Payment,1.6,No
Txn-00037,2023-09-16,17:45:00,Cust-0217,Male,49,46-60,Khulna,Boyra,,Mobile App,Books & Stationery,Notebook,2,38.68,14.98,Weekend Deal,25,19.34,58.02,28.06,48.36,Cash,4.2,No
Txn-00038,2024-07-03,16:58:00,Cust-0044,Female,46,46-60,Narayanganj,Deobhog,Bronze,Online,Clothing,Dress,1,169.54,75.79,,,,169.54,93.75,55.3,Mobile Payment,1.4,No
Txn-00039,2023-08-16,16:33:00,Cust-0286,Male,26,26-35,Dhaka,Mirpur,Silver,In-Store,Food & Grocery,Chocolate Box,1,25.58,15.4,Weekend Deal,10,2.56,23.02,7.62,33.1,Mobile Payment,1.4,No
Txn-00040,2023-03-29,11:46:00,Cust-0073,Male,22,18-25,Rajshahi,Shaheb Bazar,Silver,Online,Sports,Tennis Racket,3,78.47,37.52,New Year Sale,20,47.08,188.33,75.77,40.23,Mobile Payment,2.3,No
Txn-00041,2024-12-28,11:54:00,Cust-0176,Male,53,46-60,Khulna,Boyra,Gold,Mobile App,Clothing,Jacket,2,233.53,99.81,Weekend Deal,10,46.71,420.35,220.73,52.51,Mobile Payment,4.8,No
Txn-00042,2024-02-19,17:11:00,Cust-0328,Male,45,36-45,Dhaka,Gulshan,Silver,Mobile App,Books & Stationery,Pen Set,2,7.19,2.37,Flash Sale,20,2.88,11.5,6.76,58.78,Credit Card,1.8,No
Txn-00043,2023-03-06,16:51:00,Cust-0447,Female,59,46-60,Khulna,Boyra,Silver,Mobile App,Beauty,Mascara,1,45.86,15.56,Clearance,25,11.46,34.4,18.84,54.77,Mobile Payment,,No
Txn-00044,2023-12-23,14:29:00,Cust-0317,Female,67,60+,Chittagong,Gec Circle,Non-Member,Online,Beauty,Serum,2,111.06,44.51,New Year Sale,5,11.11,211.01,121.99,57.81,Cash,1.7,No
Txn-00045,2024-06-07,15:38:00,Cust-0071,Female,26,26-35,Khulna,Kda Avenue,Silver,Online,Books & Stationery,Pen Set,2,18.93,7.65,,,,37.86,22.56,59.59,Debit Card,1.6,No
Txn-00046,2024-04-06,17:55:00,Cust-0184,Female,56,46-60,Rajshahi,Upashahar,Platinum,Mobile App,Electronics,Monitor,3,247.98,172.24,Weekend Deal,20,148.79,595.15,78.43,13.18,Mobile Payment,2.7,No
Txn-00047,2024-05-15,12:36:00,Cust-0016,Female,58,46-60,Comilla,Tomsom Bridge,Bronze,Mobile App,Food & Grocery,Nuts Mix,1,6.8,3.69,Clearance,25,1.7,5.1,1.41,27.65,Gift Card,1.5,No
Txn-00048,2024-07-10,19:23:00,Cust-0278,Female,30,26-35,Chittagong,Agrabad,Non-Member,In-Store,Electronics,Monitor,5,842.21,476.15,,,,4211.05,1830.3,43.46,Mobile Payment,,No
Txn-00049,2023-03-31,15:07:00,Cust-0398,Male,67,60+,Narayanganj,Tanbazar,Non-Member,In-Store,Food & Grocery,Honey,2,49.59,27.4,Flash Sale,10,9.92,89.26,34.46,38.61,Credit Card,4.2,No
Txn-00051,2023-05-10,17:08:00,Cust-0128,Male,26,26-35,Sylhet,Ambarkhana,Bronze,Mobile App,Beauty,Mascara,3,101.13,40.6,Clearance,10,30.34,273.05,151.25,55.39,Mobile Payment,2.5,No
Txn-00052,2023-04-06,15:47:00,Cust-0143,Male,40,36-45,Rajshahi,Upashahar,Gold,Mobile App,Sports,Jump Rope,1,190.8,76.39,,,,190.8,114.41,59.96,Debit Card,4.4,No
Txn-00053,2024-02-12,13:27:00,Cust-0423,Male,34,26-35,Khulna,Boyra,Gold,Online,Food & Grocery,Chocolate Box,3,19.77,10.89,,,,59.31,26.64,44.92,Cash,1.2,No
Txn-00054,2024-04-15,9:59:00,Cust-0440,Female,23,18-25,Khulna,Boyra,Bronze,In-Store,Beauty,Body Lotion,5,60.22,21.93,,,,301.1,191.45,63.58,Debit Card,1.4,No
Txn-00055,2023-03-26,15:57:00,Cust-0333,Male,45,36-45,Mymensingh,Charpara,Silver,Mobile App,Beauty,Perfume,1,53.6,21.7,,,,53.6,31.9,59.51,Cash,3.8,No
Txn-00056,2024-05-03,11:37:00,Cust-0116,Male,47,46-60,Mymensingh,Charpara,Non-Member,In-Store,Toys & Kids,Lego Set,1,11.13,4.65,Flash Sale,10,1.11,10.02,5.37,53.59,Credit Card,2.5,No
Txn-00057,2023-04-15,11:23:00,Cust-0452,Female,43,36-45,Sylhet,Zindabazar,Platinum,Mobile App,Home & Garden,Lamp,3,127.16,67.54,,,,381.48,178.86,46.89,Gift Card,1.0,No
Txn-00058,2024-03-26,14:13:00,Cust-0322,Female,51,46-60,Khulna,Kda Avenue,Bronze,In-Store,Beauty,Shampoo,1,77.77,25.87,,,,77.77,51.9,66.74,Gift Card,3.9,No
Txn-00059,2024-03-15,14:08:00,Cust-0127,Male,35,26-35,Comilla,Tomsom Bridge,Silver,In-Store,Home & Garden,Cookware Set,2,89.49,45.48,Eid Sale,5,8.95,170.03,79.07,46.5,Gift Card,3.4,No
Txn-00060,2024-02-06,14:03:00,Cust-0402,Female,37,36-45,Mymensingh,Ganginar Par,,Online,Food & Grocery,Chocolate Box,1,26.22,15.62,,,,26.22,10.6,40.43,Debit Card,1.5,No
Txn-00061,2024-08-05,15:34:00,Cust-0350,Male,20,18-25,Rajshahi,Shaheb Bazar,Gold,Online,Beauty,Body Lotion,3,114.99,34.78,,,,344.97,240.63,69.75,Credit Card,1.2,No
Txn-00062,2024-02-12,16:40:00,Cust-0365,Male,62,60+,Sylhet,Ambarkhana,Gold,In-Store,Books & Stationery,Pen Set,1,57.64,21.93,,,,57.64,35.71,61.95,Debit Card,1.3,Yes
Txn-00063,2023-06-09,16:25:00,Cust-0301,Female,60,46-60,Khulna,Kda Avenue,Silver,In-Store,Clothing,Sneakers,2,179.19,85.47,,,,358.38,187.44,52.3,Mobile Payment,1.5,No
Txn-00064,2023-02-26,14:47:00,Cust-0337,Male,33,26-35,Chittagong,Nasirabad,Bronze,Mobile App,Beauty,Lipstick,1,11.39,3.44,Clearance,15,1.71,9.68,6.24,64.46,Debit Card,1.7,No
Txn-00065,2023-10-03,18:07:00,Cust-0395,Male,40,36-45,Rajshahi,Upashahar,Gold,Online,Electronics,Camera,1,1220.31,682.86,,,,1220.31,537.45,44.04,Gift Card,2.4,No
Txn-00066,2024-08-03,12:10:00,Cust-0131,Male,44,36-45,Mymensingh,Ganginar Par,Non-Member,In-Store,Clothing,Jeans,2,68.68,24.49,,,,137.36,88.38,64.34,Mobile Payment,2.5,Yes
Txn-00067,2023-07-03,20:54:00,Cust-0019,Male,28,26-35,Narayanganj,Deobhog,Silver,In-Store,Books & Stationery,Art Supplies,1,29.14,11.89,Eid Sale,5,1.46,27.68,15.79,57.04,Gift Card,3.7,No
Txn-00068,2023-08-17,18:02:00,Cust-0489,Female,67,60+,Khulna,Kda Avenue,Gold,Mobile App,Books & Stationery,Notebook,3,70.77,29.44,Eid Sale,15,31.85,180.46,92.14,51.06,Mobile Payment,1.0,No
Txn-00069,2024-07-31,18:47:00,Cust-0319,Female,46,46-60,Mymensingh,Ganginar Par,Silver,In-Store,Food & Grocery,Chocolate Box,5,25.26,16.41,,,,126.3,44.25,35.04,Cash,4.7,No
Txn-00070,2024-07-08,14:53:00,Cust-0356,Male,40,36-45,Khulna,Kda Avenue,Non-Member,Mobile App,Electronics,Camera,2,52.12,35.3,Eid Sale,5,5.21,99.03,28.43,28.71,Credit Card,2.7,Yes
Txn-00071,2023-05-26,17:05:00,Cust-0023,Female,31,26-35,Narayanganj,Tanbazar,Silver,Mobile App,Food & Grocery,Spice Pack,1,43.55,28.14,,,,43.55,15.41,35.38,Credit Card,3.5,No
Txn-00072,2024-08-29,16:27:00,Cust-0340,Female,61,60+,Comilla,Tomsom Bridge,Non-Member,Online,Beauty,Moisturizer,3,42.08,18.47,Flash Sale,15,18.94,107.3,51.89,48.36,Debit Card,1.9,Yes
Txn-00073,2023-05-20,18:37:00,Cust-0056,Male,35,26-35,Narayanganj,Tanbazar,Bronze,Online,Beauty,Lipstick,1,28.08,10.14,Weekend Deal,15,4.21,23.87,13.73,57.52,Debit Card,2.9,No
Txn-00074,2023-04-03,12:43:00,Cust-0156,Female,58,46-60,Narayanganj,Deobhog,Gold,Online,Electronics,Headphones,1,1262.09,711.42,,,,1262.09,550.67,43.63,Gift Card,1.2,No
Txn-00075,2023-06-28,10:25:00,Cust-0438,Male,25,18-25,Sylhet,Zindabazar,Silver,In-Store,Toys & Kids,Rc Car,1,23.26,12.07,,,,23.26,11.19,48.11,Credit Card,1.5,No
Txn-00076,2024-01-17,17:41:00,Cust-0044,Female,46,46-60,Narayanganj,Tanbazar,Bronze,Online,Home & Garden,Cookware Set,1,26.1,13.97,Clearance,10,2.61,23.49,9.52,40.53,Cash,,No
Txn-00077,2023-06-22,20:27:00,Cust-0421,Female,33,26-35,Chittagong,Gec Circle,,Online,Books & Stationery,Desk Organizer,2,7.21,2.35,,,,14.42,9.72,67.41,Debit Card,2.8,No
Txn-00078,2024-09-20,17:15:00,Cust-0332,Female,23,18-25,Mymensingh,Ganginar Par,Platinum,Online,Home & Garden,Candle Set,2,135.36,55.38,Eid Sale,20,54.14,216.58,105.82,48.86,Credit Card,3.6,No
Txn-00079,2023-09-13,17:51:00,Cust-0279,Female,23,18-25,Rajshahi,Upashahar,Gold,Online,Electronics,Speaker,1,1183.78,747.77,Clearance,15,177.57,1006.21,258.44,25.68,Debit Card,1.7,No
Txn-00080,2023-08-13,10:51:00,Cust-0399,Female,58,46-60,Sylhet,Zindabazar,Platinum,In-Store,Home & Garden,Bed Sheets,1,246.42,111.78,,,,246.42,134.64,54.64,Credit Card,3.6,No
Txn-00081,2023-02-27,18:14:00,Cust-0295,Male,38,36-45,Sylhet,Ambarkhana,Bronze,Mobile App,Books & Stationery,Journal,5,75.14,24.5,,,,375.7,253.2,67.39,Debit Card,4.7,No
Txn-00082,2024-12-18,14:36:00,Cust-0289,Male,65,60+,Chittagong,Gec Circle,Silver,Online,Beauty,Moisturizer,3,102.04,45.46,Weekend Deal,15,45.92,260.2,123.82,47.59,Cash,1.4,No
Txn-00083,2023-08-13,9:30:00,Cust-0001,Male,19,18-25,Khulna,Kda Avenue,Bronze,In-Store,Sports,Bicycle Helmet,1,164.19,70.05,New Year Sale,5,8.21,155.98,85.93,55.09,Gift Card,3.8,No
Txn-00084,2023-04-24,19:55:00,Cust-0187,Male,66,60+,Rajshahi,Upashahar,Gold,In-Store,Clothing,Suit,2,180.57,79.07,New Year Sale,15,54.17,306.97,148.83,48.48,Credit Card,3.9,No
Txn-00085,2024-10-16,21:41:00,Cust-0163,Female,69,60+,Khulna,Kda Avenue,Silver,In-Store,Beauty,Mascara,2,34.56,11.28,Eid Sale,15,10.37,58.75,36.19,61.6,Cash,4.8,Yes
Txn-00086,2024-02-05,19:49:00,Cust-0495,Female,31,26-35,Rajshahi,Shaheb Bazar,Platinum,Online,Electronics,Tablet,4,923.46,641.92,,,,3693.84,1126.16,30.49,Credit Card,2.3,No
Txn-00087,2023-12-22,21:10:00,Cust-0326,Female,29,26-35,Sylhet,Ambarkhana,Silver,Online,Clothing,Suit,1,119.96,46.48,,,,119.96,73.48,61.25,Cash,3.9,No
Txn-00088,2024-03-24,18:10:00,Cust-0453,Male,40,36-45,Rajshahi,Shaheb Bazar,Silver,In-Store,Books & Stationery,Desk Organizer,1,71.13,25.34,Clearance,25,17.78,53.35,28.01,52.5,Mobile Payment,1.3,No
Txn-00089,2023-10-29,9:16:00,Cust-0488,Male,35,26-35,Khulna,Kda Avenue,Bronze,Online,Clothing,Jeans,4,95.32,35.66,,,,381.28,238.64,62.59,Gift Card,4.9,No
Txn-00090,2024-12-22,10:41:00,Cust-0085,Male,22,18-25,Sylhet,Ambarkhana,Silver,Mobile App,Books & Stationery,Planner,1,9.02,4.02,Flash Sale,25,2.26,6.76,2.74,40.53,Debit Card,2.2,No
Txn-00091,2024-02-07,16:53:00,Cust-0252,Male,56,46-60,Narayanganj,Tanbazar,Platinum,In-Store,Beauty,Perfume,1,49.69,17.1,Clearance,10,4.97,44.72,27.62,61.76,Credit Card,1.7,No
Txn-00092,2023-03-25,15:07:00,Cust-0158,Female,47,46-60,Mymensingh,Ganginar Par,Platinum,Online,Books & Stationery,Desk Organizer,2,41.68,13.07,Weekend Deal,20,16.67,66.69,40.55,60.8,Mobile Payment,2.5,No
Txn-00093,2023-09-27,15:16:00,Cust-0116,Male,47,46-60,Mymensingh,Charpara,Non-Member,Mobile App,Home & Garden,Bed Sheets,2,62.32,25.83,New Year Sale,25,31.16,93.48,41.82,44.74,Credit Card,3.2,No
Txn-00094,2024-06-19,15:34:00,Cust-0352,Female,42,36-45,Mymensingh,Ganginar Par,Platinum,In-Store,Toys & Kids,Rc Car,1,76.68,41.06,,,,76.68,35.62,46.45,Mobile Payment,,Yes
Txn-00095,2023-08-05,18:08:00,Cust-0022,Female,35,26-35,Chittagong,Nasirabad,Bronze,Online,Books & Stationery,Notebook,1,79.12,35.57,,,,79.12,43.55,55.04,Debit Card,4.6,No
Txn-00096,2023-03-10,11:35:00,Cust-0204,Female,23,18-25,Narayanganj,Tanbazar,Silver,Online,Sports,Tennis Racket,4,111.14,44.66,Weekend Deal,20,88.91,355.65,177.01,49.77,Credit Card,1.6,No
Txn-00097,2023-04-13,20:36:00,Cust-0400,Male,63,60+,Narayanganj,Deobhog,Bronze,Mobile App,Clothing,Sneakers,4,218.86,105.42,Eid Sale,20,175.09,700.35,278.67,39.79,Gift Card,2.9,No
Txn-00098,2024-02-17,12:38:00,Cust-0349,Female,63,60+,,Nasirabad,Silver,Online,Books & Stationery,Novel,4,34.68,14.0,,,,138.72,82.72,59.63,Debit Card,4.6,No
Txn-00099,2023-11-07,14:53:00,Cust-0252,Male,56,46-60,Narayanganj,Deobhog,Platinum,Mobile App,Clothing,Dress,5,46.58,19.4,New Year Sale,15,34.94,197.96,100.96,51.0,Cash,1.8,No
Txn-00100,2024-02-21,18:48:00,Cust-0265,Female,18,18-25,Khulna,Kda Avenue,Silver,Mobile App,Sports,Yoga Mat,1,110.32,49.28,Weekend Deal,20,22.06,88.26,38.98,44.16,Gift Card,1.1,No
Txn-00101,2023-07-25,19:15:00,Cust-0017,Female,31,26-35,Khulna,Boyra,Gold,Mobile App,Toys & Kids,Lego Set,2,138.52,61.1,Clearance,25,69.26,207.78,85.58,41.19,Cash,3.7,No
Txn-00102,2024-05-15,16:11:00,Cust-0492,Female,43,36-45,Comilla,Tomsom Bridge,Non-Member,In-Store,Toys & Kids,Action Figure,3,58.19,25.53,,,,174.57,97.98,56.13,Mobile Payment,1.2,No
Txn-00103,2023-08-08,19:41:00,Cust-0116,Male,47,46-60,Mymensingh,Charpara,Non-Member,In-Store,Food & Grocery,Nuts Mix,2,40.84,25.72,,,,81.68,30.24,37.02,Credit Card,3.4,No
Txn-00104,2023-09-16,17:19:00,Cust-0365,Male,62,60+,Sylhet,Ambarkhana,Gold,Online,Home & Garden,Pillow Set,3,270.74,126.94,,,,812.22,431.4,53.11,Gift Card,4.3,No
Txn-00105,2023-04-15,9:42:00,Cust-0495,Female,31,26-35,Rajshahi,Upashahar,Platinum,Online,Sports,Tennis Racket,1,70.22,28.76,Eid Sale,15,10.53,59.69,30.93,51.82,Debit Card,1.8,No
Txn-00106,2023-09-04,20:51:00,Cust-0439,Male,40,36-45,Rajshahi,Upashahar,Silver,Online,Books & Stationery,Journal,2,56.06,22.33,Eid Sale,15,16.82,95.3,50.64,53.14,Mobile Payment,3.9,No
Txn-00107,2024-08-08,19:21:00,Cust-0372,Male,34,26-35,Dhaka,Motijheel,Gold,In-Store,Food & Grocery,Chocolate Box,2,54.86,31.6,,,,109.72,46.52,42.4,Debit Card,1.4,No
Txn-00108,2023-09-22,18:35:00,Cust-0391,Female,29,26-35,Chittagong,Agrabad,Silver,Online,Beauty,Mascara,1,81.99,27.34,Eid Sale,20,16.4,65.59,38.25,58.32,Debit Card,3.3,No
Txn-00109,2023-05-01,15:55:00,Cust-0325,Female,38,36-45,Chittagong,Agrabad,Bronze,Online,Clothing,Boots,2,224.02,107.56,Flash Sale,25,112.01,336.03,120.91,35.98,Cash,4.5,No
Txn-00110,2023-07-25,14:36:00,Cust-0458,Female,49,46-60,Khulna,Kda Avenue,Silver,Online,Toys & Kids,Doll,2,54.29,28.06,Clearance,15,16.29,92.29,36.17,39.19,Cash,1.0,No
Txn-00111,2023-06-22,16:10:00,Cust-0251,Female,35,26-35,Dhaka,Gulshan,Gold,In-Store,Clothing,Jacket,2,159.4,65.44,Clearance,20,63.76,255.04,124.16,48.68,Gift Card,1.8,No
Txn-00112,2023-01-15,19:48:00,Cust-0427,Female,23,18-25,Comilla,Kandirpar,Gold,In-Store,Food & Grocery,Organic Coffee,2,42.22,22.69,New Year Sale,15,12.67,71.77,26.39,36.77,Mobile Payment,3.0,No
Txn-00113,2023-03-08,19:19:00,Cust-0486,Female,52,46-60,Comilla,Tomsom Bridge,Gold,Online,Home & Garden,Candle Set,2,223.79,100.86,,,,447.58,245.86,54.93,Debit Card,4.0,No
Txn-00114,2024-02-18,9:14:00,Cust-0373,Female,53,46-60,Chittagong,Agrabad,Gold,Mobile App,Beauty,Moisturizer,2,90.75,29.53,New Year Sale,5,9.07,172.43,113.37,65.75,Debit Card,,No
Txn-00115,2024-08-31,21:42:00,Cust-0056,Male,35,26-35,Narayanganj,Deobhog,Bronze,Mobile App,Electronics,Smartphone,1,1050.14,637.47,Weekend Deal,15,157.52,892.62,255.15,28.58,,1.8,No
Txn-00116,2023-01-10,14:42:00,Cust-0052,Female,45,36-45,Mymensingh,Charpara,Silver,In-Store,Home & Garden,Lamp,4,137.27,65.44,,,,549.08,287.32,52.33,Cash,3.0,No
Txn-00117,2023-09-27,19:12:00,Cust-0184,Female,56,46-60,Rajshahi,Shaheb Bazar,Platinum,In-Store,Books & Stationery,Textbook,2,17.03,7.43,Clearance,15,5.11,28.95,14.09,48.67,Cash,3.7,No
Txn-00118,2024-08-10,17:09:00,Cust-0487,Female,57,46-60,Narayanganj,Deobhog,Bronze,Online,Clothing,Jeans,1,185.04,71.87,,,,185.04,113.17,61.16,Debit Card,2.9,No
Txn-00119,2023-06-28,19:54:00,Cust-0149,Male,37,36-45,Chittagong,Gec Circle,Gold,In-Store,Sports,Water Bottle,1,93.81,49.5,,,,93.81,44.31,47.23,Credit Card,2.3,No
Txn-00120,2024-09-28,13:46:00,Cust-0048,Female,22,18-25,Rajshahi,Upashahar,Bronze,Online,Sports,Water Bottle,1,48.83,26.58,Eid Sale,20,9.77,39.06,12.48,31.95,Credit Card,1.5,No
Txn-00121,2023-03-02,21:54:00,Cust-0082,Female,20,18-25,Dhaka,Motijheel,Silver,Online,Clothing,Hoodie,1,229.14,99.75,Clearance,10,22.91,206.23,106.48,51.63,Debit Card,3.4,No
Txn-00122,2023-05-14,15:31:00,Cust-0058,Male,23,18-25,Rajshahi,Shaheb Bazar,Bronze,Mobile App,Books & Stationery,Desk Organizer,1,8.45,2.93,Weekend Deal,25,2.11,6.34,3.41,53.79,Debit Card,3.1,No
