transaction_id,sale_date,sale_time,customer_id,gender,age,age_group,city,store_branch,membership_tier,sales_channel,category,product_name,quantity,price_per_unit,cogs,discount_event,discount_pct,discount_amount,total_sale,profit,profit_margin_pct,payment_method,customer_rating,return_flag
TXN-00096,3/10/2023,11:35:00,CUST-0204,Female,23,18-25,Narayanganj,Tanbazar,Silver,Online,Sports,Tennis Racket,4,111.14,44.66,Weekend Deal,20,88.91,355.65,177.01,49.77,Credit Card,1.6,No
TXN-00771,9/12/2024,10:35:00,CUST-0031,Male,61,60+,Chittagong,Agrabad,Gold,Online,Sports,Dumbbells,5,46.17,22.13,None,0,0,230.85,120.2,52.07,Debit Card,1.1,No
TXN-01052,9/16/2023,10:47:00,CUST-0336,Male,67,60+,Comilla,Kandirpar,Silver,Online,Home & Garden,Rug,4,172.29,70.67,Eid Sale,25,172.29,516.87,234.19,45.31,Credit Card,3.7,NO
TXN-01123,2/13/2023,16:44:00,CUST-0159,Female,38,36-45,Rajshahi,Upashahar,Platinum,Mobile App,Electronics,Laptop,1,1339.75,753.61,None,0,0,1339.75,586.14,43.75,Mobile Payment,1.4,Yes
TXN-01987,3/23/2023,20:00:00,CUST-0209,Female,50,46-60,Dhaka,Dhanmondi,Gold,Online,Beauty,Moisturizer,1,100.63,39.75,New Year Sale,20,20.13,80.5,40.75,50.62,Mobile Payment,1.7,Yes
TXN-00751,9/16/2024,15:04:00,CUST-0451,Female,63,60+,Comilla,Tomsom Bridge,Gold,Online,Sports,Tennis Racket,1,190.66,100.23,Eid Sale,5,9.53,181.13,80.9,44.66,Gift Card,1.7,No
TXN-00358,11/14/2023,20:38:00,CUST-0068,Male,55,46-60,Dhaka,Mirpur,Gold,Mobile App,Sports,Dumbbells,2,168.93,79.98,Flash Sale,20,67.57,270.29,110.33,40.82,Gift Card,2.7,No
TXN-01227,4/26/2023,14:31:00,CUST-0481,Female,38,36-45,Mymensingh,Charpara,Bronze,Mobile App,Clothing,Jeans,2,125.7,46.89,Flash Sale,25,62.85,188.55,94.77,50.26,Gift Card,1.4,No
TXN-01973,7/6/2024,14:19:00,CUST-0198,Female,46,46-60,Chittagong,Agrabad,Gold,Mobile App,Electronics,Smartwatch,1,303.03,187.38,None,0,0,303.03,115.65,38.16,Gift Card,4.7,No
TXN-00685,3/10/2024,16:24:00,CUST-0446,Female,57,46-60,Dhaka,Motijheel,Silver,Mobile App,Clothing,Jacket,4,16.63,7.59,Eid Sale,10,6.65,59.87,29.51,49.29,Mobile Payment,2.7,No
TXN-00929,6/26/2024,11:29:00,CUST-0179,Female,39,36-45,Sylhet,Ambarkhana,Non-Member,In-Store,Home & Garden,Rug,2,145.82,64.36,Clearance,20,58.33,233.31,104.59,44.83,Mobile Payment,1.9,No
TXN-01434,2/13/2024,17:17:00,CUST-0322,Female,51,46-60,Khulna,Boyra,Bronze,In-Store,Electronics,Monitor,1,824.56,501.96,None,0,0,824.56,322.6,39.12,Mobile Payment,2.1,No
TXN-00884,3/25/2024,13:25:00,CUST-0239,Female,40,36-45,Comilla,Kandirpar,Silver,In-Store,Toys & Kids,Action Figure,1,133.53,61.74,None,0,0,133.53,71.79,53.76,CASH,2.2,No
TXN-01745,4/11/2024,10:12:00,CUST-0081,Female,21,18-25,Chittagong,NULL,Gold,Mobile App,Beauty,Perfume,2,15.13,5.59,Eid Sale,25,7.57,22.69,11.51,50.73,Mobile Payment,3.9,No
TXN-01833,6/25/2023,19:16:00,CUST-0153,Male,40,36-45,Mymensingh,Charpara,Gold,In-Store,Food & Grocery,Nuts Mix,4,15.87,9.98,Clearance,25,15.87,47.61,7.69,16.15,Gift Card,4.9,No
TXN-01507,6/15/2023,20:04:00,CUST-0263,Male,27,26-35,Rajshahi,Shaheb Bazar,Non-Member,Online,Clothing,Hoodie,1,147.67,70.16,Eid Sale,5,7.38,140.29,70.13,49.99,debitcard,3.7,No
TXN-01395,2/25/2024,19:30:00,CUST-0467,Male,26,26-35,Chittagong,Agrabad,Silver,In-Store,Home & Garden,Cookware Set,3,192.01,89.83,Weekend Deal,20,115.21,460.82,191.33,41.52,Gift Card,4,No
TXN-00344,9/24/2023,12:37:00,CUST-0424,Male,57,46-60,Khulna,KDA Avenue,Gold,In-Store,sport,Tennis Racket,1,51.75,22.11,Flash Sale,25,12.94,38.81,16.7,43.03,Cash,4.7,No
TXN-01497,8/30/2023,18:49:00,CUST-0088,Male,40,36-45,Rajshahi,Shaheb Bazar,Gold,Online,Food & Grocery,Protein Bar,1,22.76,11.53,New Year Sale,20,4.55,18.21,6.68,36.68,Credit Card,3.6,No
TXN-00765,4/18/2023,18:38:00,CUST-0117,Male,63,60+,Mymensingh,Charpara,Silver,In-Store,sport,Bicycle Helmet,2,101.08,41.24,Clearance,20,40.43,161.73,79.25,49,Credit card,1.1,No
TXN-01301,10/4/2023,15:02:00,CUST-0259,Male,68,60+,Comilla,Kandirpar,Silver,In-Store,Beauty,Lipstick,5,34.64,12.52,Eid Sale,20,34.64,138.56,75.96,54.82,Cash,1.7,Yes
TXN-01327,1/14/2023,13:58:00,CUST-0480,Male,20,18-25,Chittagong,Nasirabad,Bronze,online,Toys & Kids,Board Game,3,43.7,20.73,None,0,0,131.1,68.91,52.56,Gift Card,2.7,No
TXN-00468,11/20/2023,12:18:00,CUST-0429,Male,63,60+,Sylhet,Ambarkhana,Platinum,Online,Food & Grocery,Chocolate Box,1,42.4,23,None,0,0,42.4,19.4,45.75,Gift Card,5,No
TXN-00439,4/4/2023,9:01:00,CUST-0008,Female,35,26-35,Sylhet,Zindabazar,Bronze,Mobile App,Sports,Bicycle Helmet,1,140.79,76.56,None,0,0,140.79,64.23,45.62,Credit Card,1.2,No
TXN-00369,3/24/2024,13:14:00,CUST-0301,Female,60,46-60,Khulna,Boyra,Silver,In-Store  ,Sports,Jump Rope,1,39.26,19.89,Flash Sale,15,5.89,33.37,13.48,40.4,Gift Card,1.8,No
TXN-01436,6/3/2024,20:48:00,CUST-0394,Female,65,60+,Dhaka,Motijheel,Silver,In-Store,Books & Stationery,Desk Organizer,2,8.19,3.2,Clearance,5,0.82,15.56,9.16,58.87,Cash,4.9,No
TXN-00997,6/28/2023,11:36:00,CUST-0072,Male,18,18-25,Narayanganj,Deobhog,Gold,In-Store,Sports,Gym Bag,3,194.25,105.52,Weekend Deal,25,145.69,437.06,120.5,27.57,Mobile Payment,3.5,No
TXN-01699,3/14/2023,10:12:00,CUST-0163,Female,69,60+,Khulna,KDA Avenue,Silver,Mobile App,Books & Stationery,Journal,1,51.24,19.81,None,0,0,51.24,31.43,61.34,Credit Card,2,No
TXN-01398,2/21/2024,15:11:00,CUST-0430,,25,18-25,Rajshahi,Upashahar,Platinum,In-Store,Electronics,Laptop,1,633.22,436.69,None,0,0,633.22,196.53,31.04,Gift Card,3.3,No
TXN-00529,2/3/2023,13:05:00,CUST-0292,Female,47,46-60,Dhaka,Mirpur,Bronze,Online,Electronics,Monitor,1,116.24,80.38,None,0,0,116.24,35.86,30.85,Mobile Payment,3,No
TXN-00238,9/22/2024,21:53:00,CUST-0090,Male,33,26-35,Sylhet,Zindabazar,Non-Member,Online,Food & Grocery,Tea Set,4,50.86,29.09,Clearance,5,10.17,193.27,76.91,39.79,credit Card,3.5,No
TXN-01992,6/11/2024,17:57:00,CUST-0136,Female,60,46-60,Mymensingh,Ganginar Par,Gold,Online,Books & Stationery,Desk Organizer,1,60.96,24.8,None,0,0,60.96,36.16,59.32,Gift Card,3.4,No
TXN-00170,8/19/2024,14:52:00,CUST-0142,Male,,46-60,Dhaka,Uttara,Gold,Mobile App,Food & Grocery,Honey,1,30.01,15.03,None,0,0,30.01,14.98,49.92,Cash,3.2,No
TXN-01364,7/31/2024,18:34:00,CUST-0331,Female,28,26-35,Narayanganj,Tanbazar,Platinum,Mobile App,Food & Grocery,Protein Bar,5,11.95,6.46,Eid Sale,5,2.99,56.76,24.46,43.09,Cash,2.8,No
TXN-01219,3/27/2023,12:38:00,CUST-0069,Female,60,46-60,Comilla,Kandirpar,Non-Member,Online,Electronics,Camera,4,880.42,504.16,Eid Sale,5,176.08,3345.6,1328.96,39.72,Mobile Payment,1.9,No
TXN-00221,5/29/2023,17:36:00,CUST-0470,Male,20,18-25,Sylhet,Ambarkhana,Gold,In-Store,Beauty,Mascara,2,17.46,7.12,None,0,0,34.92,20.68,59.22,Cash,4.1,No
TXN-01882,2/7/2023,11:34:00,CUST-0309,Male,40,36-45,Comilla,Tomsom Bridge,Bronze,In-Store,  Books & Stationery,Journal,3,27.15,8.82,None,0,0,81.45,54.99,67.51,Mobile Payment,4.7,No
TXN-01620,12/10/2024,12:42:00,CUST-0209,Female,50,46-60,Dhaka,Mirpur,Gold,Mobile App,Books & Stationery,Journal,2,15.97,5.53,Weekend Deal,15,4.79,27.15,16.09,59.26,Credit Card,5,No
TXN-01918,12/3/2024,16:18:00,CUST-0404,Male,36,36-45,Comilla,Kandirpar,Non-Member,Mobile App,Sports,Yoga Mat,2,33.47,13.86,Flash Sale,15,10.04,56.9,29.18,51.28,Mobile Payment,4.3,No
TXN-01870,4/15/2023,20:54:00,CUST-0323,Female,56,46-60,Dhaka,Dhanmondi,Bronze,In-Store,Beauty,Perfume,1,47.05,17.16,Weekend Deal,5,2.35,44.7,27.54,61.61,Gift Card,1.5,No
TXN-01400,1/7/2023,16:52:00,CUST-0426,Male,46,46-60,Sylhet,Zindabazar,Non-Member,In-Store,Home & Garden,Plant Pot,2,68.05,28.83,None,0,0,136.1,78.44,57.63,Credit Card,4.8,No
TXN-00123,9/25/2024,11:42:00,CUST-0373,Female,53,46-60,Chittagong,GEC Circle,Gold,In-Store,Food & Grocery,Chocolate Box,2,24.02,13.4,Weekend Deal,25,12.01,36.03,9.23,25.62,Credit Card,3,No
TXN-01308,3/12/2023,14:20:00,CUST-0391,Female,29,26-35,Chittagong,Nasirabad,Silver,Mobile App,Food & Grocery,Nuts Mix,1,27.71,15.19,Eid Sale,15,4.16,23.55,8.36,35.5,Debit Card,4.5,No
TXN-01307,4/5/2023,17:35:00,CUST-0331,Female,28,26-35,Narayanganj,Tanbazar,Platinum,In-Store,Sports,Tennis Racket,1,76,36.94,Eid Sale,10,7.6,68.4,31.46,45.99,Debit Card,4.2,No
TXN-00333,3/20/2024,20:46:00,CUST-0321,male,40,36-45,Mymensingh,Charpara,Bronze,Online,Electronics,Headphones,1,578.2,331.06,Eid Sale,20,115.64,462.56,131.5,28.43,Cash,3.5,No
TXN-00789,8/3/2024,11:14:00,CUST-0391,Female,29,26-35,Chittagong,Nasirabad,Silver,Mobile App,Electronics,Laptop,3,78.7,48.91,Flash Sale,15,35.41,200.69,53.96,26.89,Mobile Payment,2.8,No
TXN-01246,7/8/2024,17:57:00,CUST-0151,Male,22,18-25,Rajshahi,Shaheb Bazar,Bronze,Mobile App,Books & Stationery  ,Desk Organizer,2,47.71,17.75,None,0,0,95.42,59.92,62.8,,1.6,No
TXN-00863,8/31/2024,16:20:00,CUST-0475,Male,41,36-45,Comilla,Tomsom Bridge,Gold,Online,Sports,,1,119.71,53.38,New Year Sale,25,29.93,89.78,36.4,40.54,Debit Card,3.4,No
TXN-01996,4/30/2023,14:13:00,CUST-0106,Female,38,36-45,Mymensingh,Ganginar Par,Gold,Mobile App,Toys & Kids,Puzzle,1,127.28,58.62,None,0,0,127.28,68.66,53.94,Mobile Payment,3,No
TXN-00866,9/18/2023,17:16:00,CUST-0064,Male,21,18-25,Narayanganj,Deobhog,Silver,Mobile App,Books & Stationery,Pen Set,1,5.25,2.31,Clearance,20,1.05,4.2,1.89,45,Gift Card,2.7,No
TXN-00539,5/30/2023,17:20:00,CUST-0291,Male,57,46-60,Dhaka,Gulshan,Gold,In-Store,Electronics,Speaker,3,140.48,93.9,Clearance,10,42.14,379.3,97.6,25.73,Cash,4.8,No
TXN-01105,7/6/2024,15:35:00,CUST-0267,Female,24,18-25,Rajshahi,Upashahar,Silver,In-Store,Clothing,Boots,2,139.35,62.17,None,0,0,278.7,154.36,55.39,Debit Card,4.2,No
TXN-00365,9/5/2023,15:40:00,CUST-0440,Female,23,18-25,Khulna,KDA Avenue,Bronze,In-Store,Food & Grocery,Protein Bar,1,21.55,12.31,None,0,0,21.55,9.24,42.88,Credit Card,4,No
TXN-01031,3/4/2023,18:59:00,CUST-0385,Female,25,18-25,Khulna,Boyra,Bronze,in-store,Electronis,,5,75.14,43.99,Flash Sale,5,18.79,356.91,136.96,38.37,Mobile Payment,,No
TXN-01351,6/29/2023,20:09:00,CUST-0247,Female,62,60+,Khulna,KDA Avenue,Silver,Online,Clothing,Jeans,3,193.97,92.04,Clearance,20,116.38,465.53,189.41,40.69,Cash,2.7,No
TXN-01293,4/24/2023,16:35:00,CUST-0414,Female,35,26-35,Dhaka,Dhanmondi,Bronze,In-Store,Clothing,Boots,1,211.05,83.57,Flash Sale,5,10.55,200.5,116.93,58.32,Debit Card,2.2,No
TXN-00744,6/15/2024,13:50:00,CUST-0188,Female,60,46-60,Chittagong,GEC Circle,Bronze,Mobile App,Books & Stationery,Novel,1,77.36,25.84,Clearance,5,3.87,73.49,47.65,64.84,Debit Card,1.5,No
TXN-00736,8/3/2023,19:42:00,CUST-0151,Male,22,18-25,Rajshahi,Shaheb Bazar,Bronze,Online,Sports,Gym Bag,1,167.3,71.3,Weekend Deal,10,16.73,150.57,79.27,52.65,Cash,4.1,No
TXN-00129,10/10/2024,19:37:00,CUST-0064,Male,21,18-25,Narayanganj,Tanbazar,Silver,Mobile App,Toys & Kids,Science Kit,5,102.18,42.94,Clearance,5,25.55,485.35,270.65,55.76,Mobile Payment,4.4,No
TXN-01693,12/3/2023,17:48:00,CUST-0474,Female,63,60+,Khulna,Boyra,Silver,In-Store,Clothing,Hoodie,1,-109.11,52.55,None,0,0,109.11,56.56,51.84,Mobile Payment,2.8,No
TXN-01252,9/2/2024,10:47:00,CUST-0128,Male,26,26-35,Sylhet,Ambarkhana,Bronze,In-Store,bOOKS & sTATIONERY,Planner,4,54.38,23.9,None,0,0,217.52,121.92,56.05,Credit Card,3.5,No
TXN-00477,10/29/2024,12:48:00,CUST-0107,Male,30,26-35,Mymensingh,Ganginar Par,Gold,In-Store,Clothing,Jacket,2,217.57,76.32,Clearance,15,65.27,369.87,217.23,58.73,Credit Card,3.3,No
TXN-00282,6/26/2024,21:39:00,CUST-0186,Female,37,36-45,Dhaka,Gulshan,Gold,In-Store,Food & Grocery,Chocolate Box,2,47.37,25.65,None,0,0,94.74,43.44,45.85,Mobile Payment,3,No
TXN-00782,10/12/2023,19:12:00,CUST-0419,Female,41,36-45,Narayanganj,Tanbazar,Platinum,In-Store,Toys & Kids,Puzzle,2,94.02,43.19,Clearance,10,18.8,169.24,82.86,48.96,Cash,1.5,No
TXN-01377,9/15/2023,19:41:00,CUST-0007,  Male,66,60+,Sylhet,Zindabazar,Gold,Mobile App,Clothing,Jacket,1,201.34,78.73,Eid Sale,25,50.34,151,72.27,47.86,Cash,4.2,No
TXN-00046,4/6/2024,17:55:00,CUST-0184,Female,56,46-60,Rajshahi,Upashahar,Platinum,Mobile App,Electronics,Monitor,3,247.98,172.24,Weekend Deal,20,148.79,595.15,78.43,13.18,Mobile Payment,2.7,No
TXN-00666,12/23/2024,18:55:00,CUST-0436,Female,47,46-60,Comilla,Tomsom Bridge,Bronze,In-Store,Beauty,Lipstick,3,56.15,17.32,None,0,0,168.45,116.49,69.15,Gift Card,2.1,No
TXN-00068,8/17/2023,18:02:00,CUST-0489,Female,67,60+,Khulna,KDA Avenue,Gold,Mobile App,bOOKS & sTATIONERY,Notebook,3,70.77,29.44,Eid Sale,15,31.85,180.46,92.14,51.06,Mobile Payment,1,No
TXN-00286,1/3/2024,21:12:00,CUST-0172,Female,25,18-25,Sylhet,Ambarkhana,Bronze,In-Store,Beauity,Perfume,1,86.14,27.61,Clearance,20,17.23,68.91,41.3,59.93,Debit Card,1.9,No
TXN-00494,3/20/2024,9:56:00,CUST-0446,Female,57,46-60,Dhaka,Dhanmondi,Silver,Mobile App,Food & Grocery,Protein Bar,1,15.43,8.63,New Year Sale,5,0.77,14.66,6.03,41.13,Credit Card,4.8,Yes
TXN-01945,7/16/2023,16:38:00,CUST-0032,Female,67,60+,Comilla,null,Bronze,Mobile App,Home & Garden,Pillow Set,2,29.9,15.07,None,0,0,59.8,29.66,49.6,Mobile Payment,3.9,Yes
TXN-01392,12/11/2024,11:23:00,CUST-0419,Female,41,36-45,Narayanganj,Tanbazar,Platinum,Mobile App,Electronics,Smartphone,1,266.27,174.24,None,0,0,266.27,92.03,34.56,Debit Card,2.3,No
TXN-00216,19/09/2023,12:18:00,CUST-0103,fEMALE,18,18-25,Rajshahi,Shaheb Bazar,Silver,In-Store,Home & Garden,Bed Sheets,4,150.19,61.58,Eid Sale,15,90.11,510.65,264.33,51.76,Debit Card,4.5,No
TXN-00967,3/4/2024,11:16:00,CUST-0479,Male,51,46-60,Mymensingh,Charpara,Bronze,Mobile App,Electronics,Smartwatch,2,238.58,164.88,None,0,0,477.16,147.4,30.89,Cash,4.1,No
TXN-01213,9/26/2024,17:44:00,CUST-0182,Male,27,26-35,Sylhet,Zindabazar,Platinum,In-Store,Beauty,Mascara,4,90.87,28.75,None,0,0,363.48,248.48,68.36,Creditcard,4.6,Yes
TXN-01728,1/18/2023,16:39:00,CUST-0035,Male,58,46-60,Khulna,KDA Avenue,Platinum,online,Home & Garden,Lamp,2,216.39,86.67,None,0,0,432.78,259.44,59.95,Mobile Payment,4.6,No
TXN-00223,3/23/2023,17:30:00,CUST-0069,Female,60,46-60,N/A,Kandirpar,Non-Member,In-Store,Toys & Kids,Action Figure,1,35.76,16.85,None,0,0,35.76,18.91,52.88,Cash,2.6,Yes
TXN-00390,8/16/2024,15:51:00,CUST-0274,Male,49,46-60,Mymensingh,Ganginar Par,Non-Member,Online,Sports,Gym Bag,1,-123.95,66.94,New Year Sale,20,24.79,99.16,32.22,32.49,Cash,4.4,No
TXN-00725,12/8/2023,13:45:00,CUST-0133,Female,37,36-45,Mymensingh,Ganginar Par,Non-Member,Mobile App,Home & Garden  ,Bed Sheets,2,59.28,27.51,Clearance,5,5.93,112.63,57.61,51.15,Debit Card,,No
TXN-00233,11/19/2024,14:42:00,CUST-0355,Male,39,36-45,Chittagong,Agrabad,Gold,Online,Beauty  ,Body Lotion,1,92.43,28.23,Eid Sale,15,13.86,78.57,50.34,64.07,Cash,4,No
TXN-00083,8/13/2023,9:30:00,CUST-0001,Male,19,18-25,Khulna,KDA Avenue,Bronze,In-Store,Sports,Bicycle Helmet,1,164.19,70.05,New Year Sale,5,8.21,155.98,85.93,55.09,Gift Card,3.8,No
TXN-01709,3/8/2024,20:43:00,CUST-0050,Female,33,26-35,Narayanganj,Tanbazar,Platinum,Online,Books & Stationery,Desk Organizer,1,54.66,23.67,None,0,0,54.66,30.99,56.7,Credit Card,4.9,No
TXN-01845,1/21/2023,20:14:00,CUST-0142,Male,48,46-60,Dhaka,Dhanmondi,Gold,  Online,Sports,Bicycle Helmet,3,131.38,56.65,None,0,0,394.14,224.19,56.88,Debit Card,1.4,No
TXN-01287,6/4/2023,18:16:00,CUST-0444,Male,70,60+,Dhaka,Dhanmondi,Bronze,Online,Books & Stationery,Art Supplies,-1,18.75,8.41,Eid Sale,10,1.88,16.87,8.46,50.15,Cash,2.1,No
TXN-00036,4/27/2023,20:12:00,CUST-0304,Female,69,60+,Sylhet,Zindabazar,Gold,Online,Beauity,Perfume,1,114.83,46.65,Clearance,15,17.22,97.61,50.96,52.21,Mobile Payment,1.6,No
TXN-00988,4/23/2024,16:05:00,CUST-0238,Male,20,18-25,Comilla,n/a,Platinum,Mobile App,Electronics,Headphones,4,1281.84,736.6,None,0,0,5127.36,2180.96,42.54,Credit Card,1,No
TXN-00378,7/11/2024,17:39:00,CUST-0334,Female,37,36-45,Comilla,Tomsom Bridge,Bronze,In-Store,Toys & Kids,Action Figure,3,134.27,61.85,None,0,0,402.81,217.26,53.94,cash,3.1,No
TXN-00273,12/15/2023,11:29:00,CUST-0390,,57,46-60,Comilla,Tomsom Bridge,Bronze,Mobile App,Home & Garden,Rug,1,69.45,31.78,None,0,0,69.45,37.67,54.24,Mobile Payment,4.6,No
TXN-01581,3/4/2024,11:01:00,CUST-0402,Female,37,36-45,Mymensingh,Charpara,Non-Member,Mobile App,Beauty,Lipstick,2,100.35,37.28,None,0,0,200.7,126.14,62.85,Cash,4.2,No
TXN-00850,1/29/2023,20:28:00,CUST-0036,Male,27,26-35,Comilla,Tomsom Bridge,Platinum,Mobile App,Beauty,Body Lotion,2,40.22,16.9,Weekend Deal,5,4.02,76.42,42.62,55.77,Cash,3.8,No
TXN-01244,4/19/2023,16:26:00,CUST-0444,Male,70,60+,Dhaka,Gulshan,Bronze,In-Store,Food & Grocery,Organic Coffee,5,13.22,8.17,None,0,0,66.1,25.25,38.2,credit Card,1.2,No
TXN-00360,10/25/2023,15:05:00,CUST-0465,Male,41,36-45,Khulna,Boyra,Bronze,Online,Toys & Kids,Puzzle,1,30.8,16.49,None,0,0,30.8,14.31,46.46,Gift Card,1.2,No
TXN-01238,3/21/2024,17:00:00,CUST-0392,Female,22,18-25,Dhaka,Uttara,Silver,In-Store,Toys & Kids,Puzzle,2,134.12,65.88,Clearance,15,40.24,228,96.24,42.21,Gift Card,2.6,No
TXN-01767,11/20/2024,16:21:00,CUST-0448,Female,37,36-45,Narayanganj,Deobhog,Bronze,Online,Sports,Running Shoes,1,31.53,13.47,Eid Sale,10,3.15,28.38,14.91,52.54,Mobile Payment,3.6,NO
TXN-01514,5/12/2023,15:04:00,CUST-0291,male,57,46-60,Dhaka,Dhanmondi,Gold,Online,Sports,Gym Bag,2,180.32,81.76,None,0,0,360.64,197.12,54.66,Mobile Payment,2.5,No
TXN-01997,4/16/2024,11:20:00,CUST-0475,Male,41,36-45,Comilla,Tomsom Bridge,Gold,Online,Books & Stationery,Journal,2,50.61,17.98,Eid Sale,15,15.18,86.04,50.08,58.21,Gift Card,2.4,No
TXN-00559,8/24/2024,14:50:00,CUST-0106,Female,38,36-45,Mymensingh,Ganginar Par,Gold,Mobile App,Toys & Kids  ,Stuffed Animal,1,133.6,68.41,New Year Sale,25,33.4,100.2,31.79,31.73,Mobile Payment,2.7,No
TXN-01534,8/27/2024,17:39:00,CUST-0312,Female  ,62,60+,Khulna,KDA Avenue,Non-Member,Online,Clothing,Hoodie,3,37.6,16.96,Weekend Deal,5,5.64,107.16,56.28,52.52,Gift Card,3.6,No
TXN-01335,1/9/2024,17:56:00,CUST-0483,Male,63,60+,Sylhet,Ambarkhana,Silver,In-Store,Beauty,Lipstick,2,45.4,19.33,Eid Sale,10,9.08,81.72,43.06,52.69,Cash,2.9,No
TXN-01167,7/10/2023,14:42:00,CUST-0434,Female,51,46-60,Mymensingh,Ganginar Par,Platinum,Online,Food & Grocery,Protein Bar,2,28.4,15.17,None,0,0,56.8,26.46,46.58,Gift Card,4.2,No
TXN-00868,7/15/2024,16:08:00,CUST-0402,Female,37,36-45,Mymensingh,Ganginar Par,Non-Member,Online,Clothing,Hoodie,4,63.15,27.47,None,0,0,252.6,142.72,56.5,GIFT CARD,3.9,nO
TXN-01652,11/8/2023,14:22:00,CUST-0161,FEMALE,54,46-60,Mymensingh,Ganginar Par,Silver,Online,Food & Grocery,Chocolate Box,4,43.42,24.43,Clearance,10,17.37,156.31,58.59,37.48,Mobile Payment,1.8,No
TXN-01736,8/8/2024,11:57:00,CUST-0367,Male,46,46-60,Khulna,KDA Avenue,Platinum,Online,Electronics,Smartphone,5,1489.49,833.75,Eid Sale,20,1489.49,5957.96,1789.21,30.03,Credit Card,3.8,Yes
TXN-01292,8/2/2024,10:32:00,CUST-0242,Female,57,46-60,Rajshahi,Upashahar,Silver,Mobile App,CLOTHING,Hoodie,1,131.47,46.51,Eid Sale,15,19.72,111.75,65.24,58.38,Mobile Payment,4.2,Yes
TXN-00307,8/18/2023,10:00:00,CUST-0079,Male,35,26-35,Khulna,KDA Avenue,Gold,Online,Home & Garden,Plant Pot,3,287.69,135.47,Eid Sale,20,172.61,690.46,284.05,41.14,Credit Card,1.1,No
TXN-00639,8/8/2023,9:04:00,CUST-0252,Male,56,46-60,Narayanganj,Deobhog,Platinum,Online,Food & Grocery,Olive Oil,2,7.13,4.22,None,0,0,14.26,5.82,40.81,Gift Card,3.6,No
TXN-01462,2/5/2023,14:20:00,CUST-0087,Male,37,36-45,Comilla,Kandirpar,Non-Member,In-Store,Home & Garden,Lamp,1,196.45,102.86,Clearance,15,29.47,166.98,64.12,38.4,Mobile Payment,2.1,No
TXN-00565,3/1/2024,18:17:00,CUST-0163,Female,69,60+,Khulna,Boyra,Silver,Online,  Sports,Gym Bag,3,29.76,14.11,None,0,0,89.28,46.95,52.59,Mobile Payment,3,No
TXN-00855,7/21/2023,15:34:00,CUST-0192,Female,22,18-25,Rajshahi,Shaheb Bazar,Non-Member,In-Store,Home & Garden,Candle Set,3,38.71,16.56,Flash Sale,5,5.81,110.32,60.64,54.97,Credit Card,1.6,No
TXN-01438,7/20/2024,14:03:00,CUST-0176,Male,53,46-60,Khulna,Boyra,Gold,Online,BEAUTY,Shampoo,2,36.51,11.56,Flash Sale,5,3.65,69.37,46.25,66.67,Credit Card,1.6,No
